nm_loja;nm_cidade;sg_estado;nm_regiao;nm_produto;nm_subcategoria;nm_categoria;nm_departamento;nm_promocao;de_tipo_reducao_preco;de_veiculo_divulgacao;de_tipo_display;dt_compra;nm_dia_da_semana;dt_mes;dt_ano;fl_feriado;dt_dia;dt_semestre;vl_total_vendas;qtd_unidades_antigas;qtd_unidades_vendidas;vl_total_custo;qtd_clientes;nm_pais
Loja 12;Rio de Janeiro;RJ;Sudeste;Cebolitos;Salgados;Comida;Mercearia;Tapete Vermelho;Instantânea;Panfleto;Nenhum;2007-03-04;Segunda;03;2007;Não;04;1;70.96;98;98;81.73;89;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Desconto Especial;Temporário;Jornal diário;Nenhum;2006-10-03;Segunda;10;2006;Não;03;4;166.69;82;82;167.12;46;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Desconto Especial;Temporário;Jornal diário;Nenhum;2006-10-07;Sexta;10;2006;Não;07;4;79.78;39;39;87.94;28;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-17;Segunda;10;2006;Não;17;4;101.61;60;60;87.63;37;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-26;Quarta;10;2006;Não;26;4;23.72;9;9;20.05;8;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-30;Domingo;10;2006;Não;30;4;84.46;50;50;74.23;40;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-11;Sexta;11;2006;Não;11;4;88.18;35;35;77.09;30;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-12;Sábado;11;2006;Não;12;4;76.37;20;20;67.27;14;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-03;Sábado;12;2006;Não;03;4;129.06;76;76;106.75;41;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-05;Segunda;12;2006;Não;05;4;69.82;41;41;59.77;33;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-20;Terça;12;2006;Não;20;4;168.92;67;67;144.9;37;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-25;Domingo;12;2006;Sim;25;4;46.68;28;28;38.82;24;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-26;Segunda;12;2006;Não;26;4;199.31;52;52;162.63;30;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-24;Terça;01;2007;Não;24;1;278.68;73;73;234.45;53;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-31;Terça;01;2007;Sim;31;1;249.69;98;98;216.73;77;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-03;Sexta;02;2007;Não;03;1;46.36;27;27;41.11;15;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-17;Sexta;02;2007;Não;17;1;228.96;60;60;186.43;52;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-19;Domingo;02;2007;Não;19;1;299.36;79;79;246.44;45;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-25;Sábado;02;2007;Não;25;1;79.83;31;31;65.47;21;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-28;Quinta;02;2007;Não;28;1;289.97;76;76;252.81;67;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-09;Sábado;03;2007;Não;09;1;161.13;64;64;142.92;56;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-21;Quinta;03;2007;Não;21;1;135.57;80;80;115.09;69;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-22;Sexta;03;2007;Não;22;1;61.15;36;36;50.52;32;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-24;Domingo;03;2007;Não;24;1;129.05;34;34;105.55;22;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Tapete Vermelho;Marcação;Jornal de Domingo;Nenhum;2007-01-04;Quarta;01;2007;Não;04;1;145.71;96;96;199.75;64;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Tapete Vermelho;Marcação;Jornal de Domingo;Nenhum;2007-01-07;Sábado;01;2007;Não;07;1;153.23;67;67;209.49;44;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Chester;Congelados;Comida;Mercearia;Tapete Vermelho;Marcação;Jornal de Domingo;Nenhum;2007-01-08;Domingo;01;2007;Não;08;1;196.73;86;86;293.82;85;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Cupom Exclusivo;Cupom;Carta;Nenhum;2007-02-26;Domingo;02;2007;Não;26;1;10.34;13;13;9.64;8;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-17;Sábado;12;2006;Não;17;4;57.63;98;98;49.46;87;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-18;Domingo;12;2006;Não;18;4;18.07;14;14;15.84;7;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-24;Sábado;12;2006;Não;24;4;60.81;46;46;49.21;25;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-30;Sexta;12;2006;Não;30;4;60.49;68;68;51.33;49;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-03;Terça;01;2007;Não;03;1;48.36;36;36;39.5;29;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-12;Quinta;01;2007;Sim;12;1;63.01;47;47;51.14;26;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-22;Domingo;01;2007;Não;22;1;17.89;30;30;15.01;28;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-27;Sexta;01;2007;Não;27;1;7.52;8;8;6.15;6;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-09;Quinta;02;2007;Não;09;1;67.2;76;76;55.93;54;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-10;Sexta;02;2007;Não;10;1;29.16;22;22;25.9;11;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-02;Sábado;03;2007;Não;02;1;4.36;7;7;3.86;4;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-04;Segunda;03;2007;Não;04;1;72.61;82;82;60.39;81;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-08;Sexta;03;2007;Não;08;1;43.62;49;49;39.15;33;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-15;Sexta;03;2007;Não;15;1;42.78;73;73;34.49;52;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-29;Sexta;03;2007;Não;29;1;27.25;31;31;22.02;31;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Três por um;Cupom;Jornal de Domingo;Nenhum;2006-11-21;Segunda;11;2006;Não;21;4;49.18;41;82;46.38;33;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Três por um;Sem redução;Nenhum;Nenhum;2006-10-03;Segunda;10;2006;Não;03;4;24.28;41;82;21.08;23;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Três por um;Sem redução;Nenhum;Nenhum;2006-10-10;Segunda;10;2006;Não;10;4;10.14;11;22;8.17;8;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Coca Cola;Refrigerantes;Bebidas;Mercearia;Três por um;Sem redução;Nenhum;Nenhum;2006-11-02;Quarta;11;2006;Não;02;4;15.1;17;34;13.34;13;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-10-07;Sexta;10;2006;Não;07;4;96.5;43;43;84.57;42;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-10-08;Sábado;10;2006;Não;08;4;89.73;60;60;80.11;45;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-10-25;Terça;10;2006;Não;25;4;58.06;39;39;48.37;23;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-10-28;Sexta;10;2006;Não;28;4;205.64;92;92;178.51;54;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-11-01;Terça;11;2006;Não;01;4;121.47999999999999;92;92;103.79;63;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-11-02;Quarta;11;2006;Não;02;4;85.49;86;86;70.77;65;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-11-13;Domingo;11;2006;Não;13;4;50.93;34;34;43.44;25;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-11-27;Domingo;11;2006;Não;27;4;97.2;65;65;81.27;49;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-12-04;Domingo;12;2006;Não;04;4;11.84;5;5;9.53;4;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-12-12;Segunda;12;2006;Não;12;4;123.41;55;55;106.53;29;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-12-13;Terça;12;2006;Não;13;4;127.76;57;57;106.65;41;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-12-24;Sábado;12;2006;Não;24;4;179.95;81;81;158.41;47;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-12-27;Terça;12;2006;Não;27;4;84.13;57;57;68.39;44;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-01-06;Sexta;01;2007;Não;06;1;11.92;12;12;10.04;11;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-01-15;Domingo;01;2007;Não;15;1;42.73;43;43;35.15;34;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-01-20;Sexta;01;2007;Não;20;1;96.26;65;65;78.79;40;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-01-21;Sábado;01;2007;Não;21;1;156.18;70;70;133.7;66;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-01-25;Quarta;01;2007;Não;25;1;56.49;57;57;46.63;56;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-02-03;Sexta;02;2007;Não;03;1;108.72;73;73;95.6;52;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-02-04;Sábado;02;2007;Não;04;1;90.78;92;92;80.09;69;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-02-18;Sábado;02;2007;Não;18;1;103.12;46;46;91.45;41;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-02-19;Domingo;02;2007;Não;19;1;72.6;49;49;58.65;25;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-02-20;Segunda;02;2007;Não;20;1;4.58;3;3;4.06;3;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-02-21;Terça;02;2007;Não;21;1;75.63;76;76;64.38;45;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-02-25;Sábado;02;2007;Não;25;1;122.01;82;82;103.43;59;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-02-28;Quarta;02;2007;Não;28;1;56.48;57;57;49.06;52;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-03-16;Sábado;03;2007;Não;16;1;169.92;76;76;149.23;50;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-03-21;Quinta;03;2007;Não;21;1;205.26999999999998;144;144;175.93;126;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Bombril;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-03-23;Sábado;03;2007;Não;23;1;95.58;43;43;84.3;29;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-10-03;Segunda;10;2006;Não;03;4;53.78;54;54;47.05;46;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-10-08;Sábado;10;2006;Não;08;4;54.64;37;37;44.18;34;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-10-15;Sábado;10;2006;Não;15;4;57.44;39;39;48.99;26;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-10-21;Sexta;10;2006;Não;21;4;98.57;100;100;86.1;72;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-11-08;Terça;11;2006;Não;08;4;64.44;43;43;53.26;42;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-11-09;Quarta;11;2006;Não;09;4;75.14;51;51;65.5;26;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-11-23;Quarta;11;2006;Não;23;4;118.95;80;80;99.06;41;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-12-06;Terça;12;2006;Não;06;4;6.81;7;7;6.0;6;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-12-16;Sexta;12;2006;Não;16;4;24.75;17;17;21.63;14;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-12-26;Segunda;12;2006;Não;26;4;92.81;94;94;76.04;92;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-01-07;Sábado;01;2007;Não;07;1;160.96;87;87;141.97;69;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-01-18;Quarta;01;2007;Não;18;1;36.05;16;16;29.68;11;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-01-23;Segunda;01;2007;Não;23;1;125.69;56;56;107.82;38;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-02-04;Sábado;02;2007;Não;04;1;51.83;23;23;42.86;16;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-02-06;Segunda;02;2007;Não;06;1;24.77;25;25;20.97;17;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-02-10;Sexta;02;2007;Não;10;1;8.6;9;9;7.49;7;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-02-14;Terça;02;2007;Não;14;1;117.71;53;53;96.75;48;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-02-16;Quinta;02;2007;Não;16;1;91.64;93;93;82.19;63;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-02-17;Sexta;02;2007;Não;17;1;94.71;96;96;85.22;52;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-02-21;Terça;02;2007;Não;21;1;88.85;90;90;76.44;56;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-02-23;Quinta;02;2007;Sim;23;1;121.04;82;82;102.6;48;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-03-03;Domingo;03;2007;Não;03;1;63.42;43;43;50.74;34;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-03-05;Terça;03;2007;Não;05;1;19.48;13;13;15.75;12;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-03-12;Terça;03;2007;Não;12;1;102.58;69;69;91.08;65;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-03-13;Quarta;03;2007;Não;13;1;116.81;79;79;94.38;59;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-03-15;Sexta;03;2007;Não;15;1;52.269999999999996;45;45;44.71;39;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-03-17;Domingo;03;2007;Não;17;1;38.1;26;26;31.71;23;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-03-25;Segunda;03;2007;Sim;25;1;71.28;32;32;60.16;19;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Limpol;Produtos de Limpeza;Suprimentos;Domésticos;Semana especial;Sem redução;Nenhum;Registro;2007-03-28;Quinta;03;2007;Não;28;1;80.34;81;81;72.29;72;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Vap;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-10-01;Sábado;10;2006;Não;01;4;24.65;11;11;21.11;9;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Vap;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-10-08;Sábado;10;2006;Não;08;4;136.55;61;61;111.57;51;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Vap;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-10-11;Terça;10;2006;Sim;11;4;49.23;50;50;40.34;32;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Vap;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-10-12;Quarta;10;2006;Não;12;4;57.28;58;58;51.14;46;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Vap;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-10-13;Quinta;10;2006;Não;13;4;68.46;46;46;59.12;38;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Vap;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-10-21;Sexta;10;2006;Não;21;4;164.84;74;74;137.8;37;Brasil
Loja 12;Rio de Janeiro;RJ;Sudeste;Detergente Vap;Produtos de Limpeza;Suprimentos;Domésticos;Compre mais, pague menos;Sem redução;Nenhum;Gôndola;2006-10-24;Segunda;10;2006;Não;24;4;51.24;35;35;42.76;34;Brasil
